,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
27,Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,16.0,9,0.27999998880000043,0.06127450965373895,9.45945945945946,0.58,4.015783783783784,9.45945945945946,203.0,350.0,3.0557184750733137,2.0,8.06857142857143
28,Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,12.0,0,0.9999999166666736,0.031331592607489314,11.178571428571429,0.5814696485623003,4.704016430853492,11.178571428571429,182.0,313.0,3.1114754098360655,3.0,8.533546325878595
29,Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,20.0,2,0.8181817809917372,0.04143126169221985,13.4375,0.5465116279069767,5.593604651162791,13.4375,235.0,430.0,2.8615751789976134,2.0,7.744186046511628
30,Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,16.0,4,0.5999999700000015,0.04347826077504726,10.105263157894736,0.5494791666666666,4.2618969298245615,10.105263157894736,211.0,383.0,3.050397877984085,3.0,8.558746736292429
31,Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,24.0,8,0.49999998437500054,0.051529790577246715,10.9375,0.5752380952380952,4.605095238095238,10.9375,302.0,525.0,2.992233009708738,2.0,7.8914285714285715
32,Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,10.0,3,0.5384614970414233,0.028634361170408896,9.842105263157896,0.5748663101604278,4.166788629327329,9.842105263157896,215.0,374.0,3.021978021978022,3.0,8.018716577540108
33,Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,48.0,13,0.5737704823972052,0.08531468519536407,13.88888888888889,0.5936,5.792995555555557,13.88888888888889,371.0,625.0,3.0552845528455284,4.0,8.1808
34,Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,20.0,4,0.66666663888889,0.03519061578417798,10.051724137931034,0.46826758147512865,4.207996687762465,10.051724137931034,273.0,581.0,2.9285714285714284,2.0,7.962134251290878
35,Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,20.0,6,0.5384615177514801,0.05676855882801625,11.625,0.5887096774193549,4.885483870967742,11.625,219.0,372.0,2.928374655647383,2.0,8.026881720430108
36,Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,30.0,24,0.11111110905349798,0.03721571327552328,7.784172661870503,0.4944547134935305,3.3114509501456135,7.784172661870503,535.0,1082.0,2.8032473734479466,2.0,7.527726432532347
37,Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,16.0,20,-0.11111110802469146,0.04585987255304475,8.985915492957746,0.5062695924764891,3.796874034173694,8.985915492957746,323.0,638.0,2.7776,2.0,7.407523510971787
38,Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,19.0,5,0.5833333090277788,0.029411764669838525,9.416666666666666,0.5899705014749262,4.002654867256637,9.416666666666666,400.0,678.0,2.987987987987988,6.0,7.899705014749262
39,Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,15.0,1,0.8749999453125034,0.0376470587349481,15.826086956521738,0.532967032967033,6.543621595795509,15.826086956521738,194.0,364.0,2.9426934097421205,2.0,7.510989010989011
40,Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,39.0,3,0.8571428367346944,0.04651162785546885,8.375,0.5223880597014925,3.5589552238805973,8.375,315.0,598.0,3.0481099656357387,27.0,7.959866220735786
41,Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,3.0,0,0.9999996666667778,0.014634146270077336,17.88888888888889,0.5962732919254659,7.3940648723257425,17.88888888888889,96.0,161.0,3.3503184713375798,1.0,8.273291925465838
42,Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,12.0,2,0.7142856632653098,0.03535353526425875,19.529411764705884,0.5331325301204819,8.025017717930547,19.529411764705884,177.0,331.0,2.9382716049382718,2.0,7.755287009063444
43,Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,13.0,1,0.8571427959183717,0.04374999986328125,14.31578947368421,0.5,5.926315789473684,14.31578947368421,136.0,272.0,2.882575757575758,5.0,7.411764705882353
44,Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,7.0,1,0.7499999062500118,0.020942408322140293,9.387096774193548,0.563573883161512,3.9802682629420243,9.387096774193548,164.0,291.0,3.1986062717770034,10.0,8.65979381443299
45,Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,14.0,4,0.5555555246913597,0.048517520084858434,9.878787878787879,0.4662576687116564,4.138018218999814,9.878787878787879,152.0,325.0,2.806451612903226,16.0,7.218461538461538
46,Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,18.0,8,0.3846153698224858,0.06435643548426626,7.448979591836735,0.4904109589041096,3.175756220296338,7.448979591836735,179.0,363.0,2.7761627906976742,5.0,7.151515151515151
47,Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,7.0,4,0.2727272479338866,0.026829268227245687,11.1875,0.5391061452513967,4.690642458100559,11.1875,193.0,358.0,2.888571428571429,2.0,7.61731843575419
48,Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,7.0,2,0.5555554938271674,0.02623906697889485,16.764705882352942,0.5543859649122806,6.92763673890609,16.764705882352942,158.0,285.0,2.8857142857142857,2.0,7.652631578947369
49,Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,6.0,1,0.7142856122449125,0.02641509423994304,17.333333333333332,0.5528846153846154,7.15448717948718,17.333333333333332,115.0,208.0,3.0886699507389164,2.0,8.14423076923077
50,Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,7.0,3,0.39999996000000404,0.04166666649305556,11.470588235294118,0.5435897435897435,4.805671191553545,11.470588235294118,106.0,195.0,3.2041884816753927,3.0,8.487179487179487
51,Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,7.0,1,0.7499999062500118,0.030418250834911596,14.0,0.5571428571428572,5.822857142857143,14.0,117.0,209.0,3.0495049504950495,2.0,7.827751196172249
52,Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,9.0,2,0.636363578512402,0.03160919531146783,15.941176470588236,0.5608856088560885,6.6008248317777305,15.941176470588236,152.0,271.0,2.939622641509434,2.0,7.8487084870848705
53,Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,13.0,1,0.8571427959183717,0.037533511963717126,14.454545454545455,0.4528301886792453,5.96295025728988,14.454545454545455,144.0,318.0,2.6666666666666665,9.0,7.19496855345912
54,Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,6.0,2,0.4999999375000079,0.02973977684111607,15.071428571428571,0.5450236966824644,6.2465809072444145,15.071428571428571,115.0,211.0,3.0436893203883497,2.0,7.9336492890995265
55,Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,6.0,4,0.19999998000000202,0.02673796784294661,11.275862068965518,0.5504587155963303,4.730528313824739,11.275862068965518,180.0,327.0,2.9404388714733543,4.0,7.6452599388379205
56,Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,10.0,3,0.5384614970414233,0.02901785707808514,16.772727272727273,0.4715447154471545,6.8977087952697715,16.772727272727273,174.0,369.0,2.7650429799426934,4.0,7.387533875338754
57,Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,13.0,6,0.36842103324099823,0.06129032238293444,16.866666666666667,0.5612648221343873,6.971172595520422,16.866666666666667,142.0,253.0,3.0445344129554655,3.0,7.845849802371541
58,Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,15.0,4,0.5789473379501401,0.0487179485930309,14.782608695652174,0.4970588235294118,6.111867007672635,14.782608695652174,169.0,340.0,2.7313432835820897,6.0,7.432352941176471
59,Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,12.0,3,0.5999999600000027,0.03703703694558756,11.9,0.5042016806722689,4.961680672268908,11.9,180.0,356.0,2.962857142857143,3.0,7.626404494382022
60,Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,8.0,5,0.23076921301775286,0.04744525530129469,12.88888888888889,0.5862068965517241,5.390038314176246,12.88888888888889,136.0,232.0,3.1762114537444934,2.0,8.125
61,Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,7.0,1,0.7499999062500118,0.034334763801138354,14.615384615384615,0.5684210526315789,6.073522267206478,14.615384615384615,108.0,190.0,3.1129032258064515,3.0,8.06842105263158
62,Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,7.0,4,0.2727272479338866,0.04508196702835259,14.428571428571429,0.5742574257425742,6.001131541725602,14.428571428571429,116.0,202.0,3.1161616161616164,2.0,8.099009900990099
63,Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,9.0,3,0.4999999583333368,0.04761904743008315,14.0,0.5619047619047619,5.824761904761905,14.0,118.0,210.0,3.107843137254902,3.0,8.047619047619047
64,Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,8.0,1,0.7777776913580343,0.037656903608130114,15.076923076923077,0.5816326530612245,6.26342229199372,15.076923076923077,114.0,195.0,3.1875,2.0,8.292307692307693
65,Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,7.0,7,0.0,0.050909090723966946,12.263157894736842,0.5965665236051502,5.143889767336797,12.263157894736842,139.0,233.0,3.193832599118943,3.0,8.17167381974249
66,Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,14.0,2,0.7499999531250029,0.04371584687509331,11.035714285714286,0.5210355987055016,4.622699953767916,11.035714285714286,161.0,308.0,2.875409836065574,7.0,7.766233766233766
67,Netclan20241084,https://insights.blackcoffer.com/data-transformation/,12.0,4,0.4999999687500019,0.03990024927705674,11.533333333333333,0.5635838150289018,4.8387668593448945,11.533333333333333,195.0,346.0,2.926900584795322,7.0,7.907514450867052
68,Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,10.0,4,0.42857139795918586,0.03482587056013465,14.32,0.5335195530726257,5.941407821229051,14.32,191.0,358.0,2.86,5.0,7.340782122905028
69,Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,21.0,12,0.2727272644628102,0.07300884939599812,11.285714285714286,0.43291139240506327,4.68745027124774,11.285714285714286,171.0,394.0,2.717277486910995,8.0,7.238578680203045
70,Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,10.0,1,0.8181817438016598,0.026960784247645135,12.571428571428571,0.59375,5.266071428571429,12.571428571428571,209.0,352.0,3.026086956521739,10.0,7.676136363636363
71,Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,13.0,0,0.9999999230769291,0.03542234322773204,16.68421052631579,0.5520504731861199,6.894504399800765,16.68421052631579,175.0,317.0,2.8645161290322583,4.0,7.5362776025236595
72,Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,26.0,4,0.7333333088888897,0.044313146167927406,13.55813953488372,0.5677530017152659,5.650357014639595,13.55813953488372,331.0,583.0,2.910994764397906,5.0,7.7066895368782165
73,Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,6.0,2,0.4999999375000079,0.024691357948483462,20.615384615384617,0.47388059701492535,8.435706084959817,20.615384615384617,127.0,268.0,2.7992424242424243,3.0,7.4440298507462686
74,Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,8.0,0,0.9999998750000157,0.019753086370980034,14.652173913043478,0.486646884272997,6.055528318926591,14.652173913043478,164.0,337.0,2.800604229607251,2.0,7.507418397626113
75,Netclan20241092,https://insights.blackcoffer.com/medical-classification/,5.0,1,0.6666665555555741,0.02714932114412072,19.333333333333332,0.5402298850574713,7.949425287356322,19.333333333333332,94.0,174.0,3.0994152046783627,2.0,8.022988505747126
76,Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,10.0,2,0.6666666111111158,0.034883720828826396,12.958333333333334,0.4887459807073955,5.378831725616292,12.958333333333334,152.0,310.0,2.8112582781456954,4.0,7.496774193548387
77,Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,7.0,2,0.5555554938271674,0.02542372874174088,15.68421052631579,0.540268456375839,6.489791593076652,15.68421052631579,161.0,298.0,2.870629370629371,4.0,7.432885906040268
78,Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,4.0,0,0.9999997500000625,0.015999999936,18.636363636363637,0.5707317073170731,7.6828381374722845,18.636363636363637,117.0,205.0,3.185,2.0,8.039024390243902
79,Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,4.0,7,-0.2727272479338866,0.03859649109264389,14.875,0.6218487394957983,6.1987394957983195,14.875,148.0,238.0,3.192982456140351,1.0,7.802521008403361
80,Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,4.0,10,-0.42857139795918586,0.04229607237977018,14.3,0.486013986013986,5.914405594405595,14.3,139.0,286.0,2.7597173144876326,6.0,7.171328671328672
81,Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,5.0,0,0.99999980000004,0.013550135464633779,13.695652173913043,0.4984126984126984,5.677625948930297,13.695652173913043,157.0,315.0,2.85472972972973,1.0,7.5587301587301585
82,Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,5.0,0,0.99999980000004,0.022624434286767265,14.583333333333334,0.56,6.057333333333334,14.583333333333334,98.0,175.0,3.146198830409357,1.0,8.217142857142857
83,Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,11.0,1,0.8333332638888947,0.043165467470627814,18.0,0.5256410256410257,7.410256410256411,18.0,123.0,233.0,3.0837004405286343,1.0,8.133047210300429
84,Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,8.0,5,0.23076921301775286,0.03939393927456382,11.461538461538462,0.4966442953020134,4.7832731027361906,11.461538461538462,148.0,298.0,2.9375,2.0,7.724832214765101
85,Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,13.0,3,0.6249999609375024,0.04155844145049756,15.238095238095237,0.5,6.295238095238095,15.238095238095237,160.0,320.0,2.805732484076433,1.0,7.496875
86,Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,4.0,0,0.9999997500000625,0.012903225764828304,14.666666666666666,0.5151515151515151,6.072727272727273,14.666666666666666,136.0,264.0,3.023166023166023,1.0,7.848484848484849
87,Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,6.0,0,0.9999998333333611,0.027027026905283663,20.444444444444443,0.5652173913043478,8.403864734299516,20.444444444444443,104.0,184.0,3.066666666666667,2.0,7.815217391304348
88,Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,5.0,1,0.6666665555555741,0.02205882344831315,12.555555555555555,0.5929203539823009,5.259390363815143,12.555555555555555,134.0,226.0,3.2027027027027026,1.0,8.225663716814159
89,Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,6.0,1,0.7142856122449125,0.022801302857324745,13.238095238095237,0.49280575539568344,5.492360397396368,13.238095238095237,137.0,278.0,3.1444444444444444,3.0,8.12589928057554
90,Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,4.0,0,0.9999997500000625,0.014440433160864862,12.368421052631579,0.5191489361702127,5.155027995520717,12.368421052631579,122.0,235.0,3.013100436681223,2.0,7.821276595744681
91,Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,10.0,1,0.8181817438016598,0.044354838530827265,24.333333333333332,0.5616438356164384,9.957990867579909,24.333333333333332,123.0,219.0,2.9537037037037037,2.0,7.47945205479452
92,Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,4.0,6,-0.19999998000000202,0.034843205453508,19.615384615384617,0.5333333333333333,8.059487179487181,19.615384615384617,136.0,255.0,2.8247011952191237,1.0,7.466666666666667
93,Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,20.0,2,0.8181817809917372,0.03293413168722435,14.65,0.5358361774744027,6.074334470989761,14.65,314.0,586.0,2.770175438596491,2.0,7.2542662116040955
94,Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,20.0,1,0.9047618616780065,0.03143712570144143,13.818181818181818,0.5213815789473685,5.735825358851675,13.818181818181818,317.0,607.0,2.773109243697479,1.0,7.235584843492586
95,Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,4.0,0,0.9999997500000625,0.018604651076257438,17.3,0.5953757225433526,7.158150289017342,17.3,103.0,173.0,3.1705882352941175,1.0,8.052023121387283
96,Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,6.0,3,0.33333329629630043,0.027950310472204004,12.73913043478261,0.4778156996587031,5.286778453776525,12.73913043478261,140.0,292.0,2.8185053380782916,2.0,7.164383561643835
97,Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,7.0,2,0.5555554938271674,0.034615384482248525,15.266666666666667,0.5283842794759825,6.31802037845706,15.266666666666667,121.0,229.0,2.915929203539823,1.0,7.646288209606987
